province,year,track,institution,score,rank,source
上海,2015,arts,复旦大学,492,,上海_2015_arts_sina
上海,2015,arts,上海交通大学,492,,上海_2015_arts_sina
上海,2015,arts,同济大学,468,,上海_2015_arts_sina
上海,2015,arts,华东师范大学,471,,上海_2015_arts_sina
上海,2015,arts,华东理工大学,455,,上海_2015_arts_sina
上海,2015,arts,东华大学,452,,上海_2015_arts_sina
上海,2015,arts,上海财经大学,477,,上海_2015_arts_sina
上海,2015,arts,上海外国语大学,474,,上海_2015_arts_sina
上海,2015,arts,上海海事大学,434,,上海_2015_arts_sina
上海,2015,arts,上海理工大学,439,,上海_2015_arts_sina
上海,2015,arts,华东政法大学,451,,上海_2015_arts_sina
上海,2015,arts,上海对外经贸大学,459,,上海_2015_arts_sina
上海,2015,arts,上海海洋大学,434,,上海_2015_arts_sina
上海,2015,arts,上海戏剧学院,434,,上海_2015_arts_sina
上海,2015,arts,上海音乐学院,439,,上海_2015_arts_sina
上海,2015,arts,上海大学,447,,上海_2015_arts_sina
上海,2015,arts,上海中医药大学,453,,上海_2015_arts_sina
上海,2015,arts,上海师范大学,441,,上海_2015_arts_sina
上海,2015,arts,中国人民大学,488,,上海_2015_arts_sina
上海,2015,arts,北京理工大学,452,,上海_2015_arts_sina
上海,2015,arts,*北京林业大学,427,,上海_2015_arts_sina
上海,2015,arts,中国政法大学,456,,上海_2015_arts_sina
上海,2015,arts,华北电力大学(北京),438,,上海_2015_arts_sina
上海,2015,arts,中央财经大学,464,,上海_2015_arts_sina
上海,2015,arts,对外经济贸易大学,459,,上海_2015_arts_sina
上海,2015,arts,西南财经大学,451,,上海_2015_arts_sina
上海,2015,arts,中国传媒大学,464,,上海_2015_arts_sina
上海,2015,arts,北京外国语大学,476,,上海_2015_arts_sina
上海,2015,arts,南开大学,462,,上海_2015_arts_sina
上海,2015,arts,宁波诺丁汉大学,444,,上海_2015_arts_sina
上海,2015,arts,*辽宁工程技术大学,415,,上海_2015_arts_sina
上海,2015,arts,南京大学,479,,上海_2015_arts_sina
上海,2015,arts,南京航空航天大学,440,,上海_2015_arts_sina
上海,2015,arts,河海大学,438,,上海_2015_arts_sina
上海,2015,arts,*南京农业大学,432,,上海_2015_arts_sina
上海,2015,arts,江苏大学,435,,上海_2015_arts_sina
上海,2015,arts,苏州大学,446,,上海_2015_arts_sina
上海,2015,arts,浙江大学,486,,上海_2015_arts_sina
上海,2015,arts,山东大学,447,,上海_2015_arts_sina
上海,2015,arts,*郑州大学,429,,上海_2015_arts_sina
上海,2015,arts,武汉理工大学,434,,上海_2015_arts_sina
上海,2015,arts,武汉大学,465,,上海_2015_arts_sina
上海,2015,arts,湖南大学,448,,上海_2015_arts_sina
上海,2015,arts,西南交通大学,437,,上海_2015_arts_sina
上海,2015,arts,西南政法大学,438,,上海_2015_arts_sina
上海,2015,arts,*西南大学,414,,上海_2015_arts_sina
上海,2015,arts,中山大学,465,,上海_2015_arts_sina
上海,2015,arts,暨南大学,446,,上海_2015_arts_sina
上海,2015,arts,东北大学,437,,上海_2015_arts_sina
上海,2015,arts,西北大学,435,,上海_2015_arts_sina
上海,2015,arts,兰州大学,441,,上海_2015_arts_sina
上海,2015,arts,中国海洋大学,436,,上海_2015_arts_sina
上海,2015,arts,江南大学,435,,上海_2015_arts_sina
上海,2015,arts,中央民族大学,449,,上海_2015_arts_sina
上海,2015,arts,吉林大学,437,,上海_2015_arts_sina
上海,2015,arts,厦门大学,465,,上海_2015_arts_sina
上海,2015,arts,四川大学,445,,上海_2015_arts_sina
上海,2015,arts,陕西师范大学,436,,上海_2015_arts_sina
上海,2015,arts,西交利物浦大学,435,,上海_2015_arts_sina
上海,2015,arts,山东大学威海分校,436,,上海_2015_arts_sina
上海,2015,arts,南京师范大学,438,,上海_2015_arts_sina
上海,2015,arts,中南财经政法大学,455,,上海_2015_arts_sina
上海,2015,arts,*华中师范大学,432,,上海_2015_arts_sina
上海,2015,arts,*南昌大学,429,,上海_2015_arts_sina
上海,2015,arts,北京第二外国语学院,455,,上海_2015_arts_sina
上海,2015,arts,安徽大学,434,,上海_2015_arts_sina
上海,2015,arts,东北财经大学,441,,上海_2015_arts_sina
上海,2015,arts,*北京师范大学-香港浸会大学联合国际学院,427,,上海_2015_arts_sina
上海,2015,arts,*东北大学秦皇岛分校,424,,上海_2015_arts_sina
上海,2015,arts,*湖南师范大学,422,,上海_2015_arts_sina
上海,2015,arts,湘潭大学,437,,上海_2015_arts_sina
上海,2015,arts,天津财经大学,436,,上海_2015_arts_sina
上海,2015,arts,*长沙理工大学,417,,上海_2015_arts_sina
上海,2015,arts,中国人民大学(苏州校区),470,,上海_2015_arts_sina
上海,2015,arts,*湖南农业大学,417,,上海_2015_arts_sina
上海,2015,science,复旦大学,500,,上海_2015_science_sina
上海,2015,science,上海交通大学,505,,上海_2015_science_sina
上海,2015,science,同济大学,484,,上海_2015_science_sina
上海,2015,science,华东师范大学,470,,上海_2015_science_sina
上海,2015,science,华东理工大学,456,,上海_2015_science_sina
上海,2015,science,东华大学,444,,上海_2015_science_sina
上海,2015,science,上海财经大学,477,,上海_2015_science_sina
上海,2015,science,上海外国语大学,463,,上海_2015_science_sina
上海,2015,science,上海海事大学,414,,上海_2015_science_sina
上海,2015,science,上海理工大学,430,,上海_2015_science_sina
上海,2015,science,华东政法大学,442,,上海_2015_science_sina
上海,2015,science,上海对外经贸大学,457,,上海_2015_science_sina
上海,2015,science,上海海洋大学,414,,上海_2015_science_sina
上海,2015,science,上海音乐学院,423,,上海_2015_science_sina
上海,2015,science,上海大学,437,,上海_2015_science_sina
上海,2015,science,上海交通大学医学院,468,,上海_2015_science_sina
上海,2015,science,上海中医药大学,441,,上海_2015_science_sina
上海,2015,science,上海师范大学,424,,上海_2015_science_sina
上海,2015,science,复旦大学医学院,464,,上海_2015_science_sina
上海,2015,science,*沈阳药科大学,399,,上海_2015_science_sina
上海,2015,science,中国人民大学,486,,上海_2015_science_sina
上海,2015,science,北京理工大学,456,,上海_2015_science_sina
上海,2015,science,北京邮电大学,458,,上海_2015_science_sina
上海,2015,science,北京化工大学,427,,上海_2015_science_sina
上海,2015,science,北京科技大学,425,,上海_2015_science_sina
上海,2015,science,*北京林业大学,405,,上海_2015_science_sina
上海,2015,science,中国政法大学,452,,上海_2015_science_sina
上海,2015,science,北京交通大学,426,,上海_2015_science_sina
上海,2015,science,华北电力大学(北京),418,,上海_2015_science_sina
上海,2015,science,中央财经大学,458,,上海_2015_science_sina
上海,2015,science,对外经济贸易大学,471,,上海_2015_science_sina
上海,2015,science,中国石油大学(北京),415,,上海_2015_science_sina
上海,2015,science,西南财经大学,459,,上海_2015_science_sina
上海,2015,science,北京航空航天大学,472,,上海_2015_science_sina
上海,2015,science,中国传媒大学,451,,上海_2015_science_sina
上海,2015,science,北京外国语大学,453,,上海_2015_science_sina
上海,2015,science,南开大学,463,,上海_2015_science_sina
上海,2015,science,天津大学,447,,上海_2015_science_sina
上海,2015,science,*燕山大学,396,,上海_2015_science_sina
上海,2015,science,宁波诺丁汉大学,420,,上海_2015_science_sina
上海,2015,science,大连理工大学,437,,上海_2015_science_sina
上海,2015,science,中国医科大学,420,,上海_2015_science_sina
上海,2015,science,*辽宁工程技术大学,394,,上海_2015_science_sina
上海,2015,science,哈尔滨工业大学,463,,上海_2015_science_sina
上海,2015,science,哈尔滨工程大学,415,,上海_2015_science_sina
上海,2015,science,南京大学,478,,上海_2015_science_sina
上海,2015,science,东南大学,470,,上海_2015_science_sina
上海,2015,science,中国药科大学,439,,上海_2015_science_sina
上海,2015,science,南京航空航天大学,454,,上海_2015_science_sina
上海,2015,science,河海大学,418,,上海_2015_science_sina
上海,2015,science,南京理工大学,428,,上海_2015_science_sina
上海,2015,science,*南京农业大学,412,,上海_2015_science_sina
上海,2015,science,南京信息工程大学,424,,上海_2015_science_sina
上海,2015,science,江苏大学,416,,上海_2015_science_sina
上海,2015,science,苏州大学,428,,上海_2015_science_sina
上海,2015,science,浙江大学,485,,上海_2015_science_sina
上海,2015,science,中国科学技术大学,486,,上海_2015_science_sina
上海,2015,science,合肥工业大学,415,,上海_2015_science_sina
上海,2015,science,山东大学,439,,上海_2015_science_sina
上海,2015,science,*郑州大学,400,,上海_2015_science_sina
上海,2015,science,武汉理工大学,421,,上海_2015_science_sina
上海,2015,science,武汉大学,462,,上海_2015_science_sina
上海,2015,science,华中科技大学,458,,上海_2015_science_sina
上海,2015,science,湖南大学,435,,上海_2015_science_sina
上海,2015,science,中南大学,455,,上海_2015_science_sina
上海,2015,science,西南交通大学,421,,上海_2015_science_sina
上海,2015,science,西南政法大学,425,,上海_2015_science_sina
上海,2015,science,重庆大学,443,,上海_2015_science_sina
上海,2015,science,*西南大学,398,,上海_2015_science_sina
上海,2015,science,西安电子科技大学,439,,上海_2015_science_sina
上海,2015,science,西北工业大学,448,,上海_2015_science_sina
上海,2015,science,西安交通大学,460,,上海_2015_science_sina
上海,2015,science,西北农林科技大学,434,,上海_2015_science_sina
上海,2015,science,中山大学,459,,上海_2015_science_sina
上海,2015,science,暨南大学,440,,上海_2015_science_sina
上海,2015,science,华南理工大学,443,,上海_2015_science_sina
上海,2015,science,福州大学,414,,上海_2015_science_sina
上海,2015,science,中国农业大学,443,,上海_2015_science_sina
上海,2015,science,*中国石油大学(华东),409,,上海_2015_science_sina
上海,2015,science,华北电力大学(保定),414,,上海_2015_science_sina
上海,2015,science,东北大学,432,,上海_2015_science_sina
上海,2015,science,大连海事大学,416,,上海_2015_science_sina
上海,2015,science,广州中医药大学,420,,上海_2015_science_sina
上海,2015,science,*西北大学,409,,上海_2015_science_sina
上海,2015,science,华中农业大学,418,,上海_2015_science_sina
上海,2015,science,中国地质大学(北京),415,,上海_2015_science_sina
上海,2015,science,兰州大学,414,,上海_2015_science_sina
上海,2015,science,中国海洋大学,416,,上海_2015_science_sina
上海,2015,science,江南大学,423,,上海_2015_science_sina
上海,2015,science,中央民族大学,423,,上海_2015_science_sina
上海,2015,science,吉林大学,422,,上海_2015_science_sina
上海,2015,science,厦门大学,472,,上海_2015_science_sina
上海,2015,science,南方医科大学,419,,上海_2015_science_sina
上海,2015,science,*中国地质大学(武汉),399,,上海_2015_science_sina
上海,2015,science,四川大学,449,,上海_2015_science_sina
上海,2015,science,西交利物浦大学,421,,上海_2015_science_sina
上海,2015,science,*沈阳农业大学,396,,上海_2015_science_sina
上海,2015,science,*太原理工大学,403,,上海_2015_science_sina
上海,2015,science,山东大学威海分校,426,,上海_2015_science_sina
上海,2015,science,南京师范大学,418,,上海_2015_science_sina
上海,2015,science,中南财经政法大学,446,,上海_2015_science_sina
上海,2015,science,*华中师范大学,398,,上海_2015_science_sina
上海,2015,science,南昌大学,417,,上海_2015_science_sina
上海,2015,science,北京第二外国语学院,433,,上海_2015_science_sina
上海,2015,science,北京体育大学,431,,上海_2015_science_sina
上海,2015,science,延边大学,415,,上海_2015_science_sina
上海,2015,science,中国矿业大学,414,,上海_2015_science_sina
上海,2015,science,安徽大学,414,,上海_2015_science_sina
上海,2015,science,温州医科大学,426,,上海_2015_science_sina
上海,2015,science,北京师范大学,456,,上海_2015_science_sina
上海,2015,science,东北财经大学,437,,上海_2015_science_sina
上海,2015,science,*北京师范大学-香港浸会大学联合国际学院,406,,上海_2015_science_sina
上海,2015,science,*东北大学秦皇岛分校,404,,上海_2015_science_sina
上海,2015,science,*湖南师范大学,405,,上海_2015_science_sina
上海,2015,science,北京邮电大学(宏福校区),430,,上海_2015_science_sina
上海,2015,science,北京中医药大学,445,,上海_2015_science_sina
上海,2015,science,天津财经大学,418,,上海_2015_science_sina
上海,2015,science,*长沙理工大学,394,,上海_2015_science_sina
上海,2015,science,电子科技大学,449,,上海_2015_science_sina
上海,2015,science,中国人民大学(苏州校区),466,,上海_2015_science_sina
上海,2015,science,南京邮电大学,424,,上海_2015_science_sina
上海,2015,science,哈尔滨工业大学(威海),424,,上海_2015_science_sina
北京,2015,arts,中央民族大学,631,,北京_2015_arts_sina
北京,2015,arts,北京大学,671,,北京_2015_arts_sina
北京,2015,arts,中国人民大学,660,,北京_2015_arts_sina
北京,2015,arts,清华大学,677,,北京_2015_arts_sina
北京,2015,arts,北京交通大学,637,,北京_2015_arts_sina
北京,2015,arts,北京科技大学,631,,北京_2015_arts_sina
北京,2015,arts,北京化工大学,615,,北京_2015_arts_sina
北京,2015,arts,北京邮电大学,634,,北京_2015_arts_sina
北京,2015,arts,中国农业大学,633,,北京_2015_arts_sina
北京,2015,arts,北京林业大学,628,,北京_2015_arts_sina
北京,2015,arts,北京中医药大学,622,,北京_2015_arts_sina
北京,2015,arts,北京师范大学,654,,北京_2015_arts_sina
北京,2015,arts,北京外国语大学,643,,北京_2015_arts_sina
北京,2015,arts,北京语言大学,633,,北京_2015_arts_sina
北京,2015,arts,中国传媒大学,636,,北京_2015_arts_sina
北京,2015,arts,中央财经大学,644,,北京_2015_arts_sina
北京,2015,arts,对外经济贸易大学,648,,北京_2015_arts_sina
北京,2015,arts,中国政法大学,640,,北京_2015_arts_sina
北京,2015,arts,华北电力大学(北京),624,,北京_2015_arts_sina
北京,2015,arts,中国矿业大学(北京),599,,北京_2015_arts_sina
北京,2015,arts,中国石油大学(北京),625,,北京_2015_arts_sina
北京,2015,arts,中国地质大学(北京),604,,北京_2015_arts_sina
北京,2015,arts,北京航空航天大学,639,,北京_2015_arts_sina
北京,2015,arts,北京理工大学,637,,北京_2015_arts_sina
北京,2015,arts,北京工业大学,604,,北京_2015_arts_sina
北京,2015,arts,北京工业大学(实验学院),586,,北京_2015_arts_sina
北京,2015,arts,首都师范大学,598,,北京_2015_arts_sina
北京,2015,arts,北京第二外国语学院,596,,北京_2015_arts_sina
北京,2015,arts,首都经济贸易大学,609,,北京_2015_arts_sina
北京,2015,arts,中华女子学院,586,,北京_2015_arts_sina
北京,2015,arts,北京工商大学,590,,北京_2015_arts_sina
北京,2015,arts,北京印刷学院,581,,北京_2015_arts_sina
北京,2015,arts,北京建筑大学,595,,北京_2015_arts_sina
北京,2015,arts,南开大学,650,,北京_2015_arts_sina
北京,2015,arts,天津大学,638,,北京_2015_arts_sina
北京,2015,arts,天津财经大学,608,,北京_2015_arts_sina
北京,2015,arts,华北电力大学(保定),590,,北京_2015_arts_sina
北京,2015,arts,东北大学秦皇岛分校,586,,北京_2015_arts_sina
北京,2015,arts,河北工业大学,579,,北京_2015_arts_sina
北京,2015,arts,燕山大学,580,,北京_2015_arts_sina
北京,2015,arts,内蒙古大学,580,,北京_2015_arts_sina
北京,2015,arts,大连海事大学,580,,北京_2015_arts_sina
北京,2015,arts,东北大学,603,,北京_2015_arts_sina
北京,2015,arts,辽宁工程技术大学,582,,北京_2015_arts_sina
北京,2015,arts,辽宁大学,582,,北京_2015_arts_sina
北京,2015,arts,东北财经大学,613,,北京_2015_arts_sina
北京,2015,arts,吉林大学,626,,北京_2015_arts_sina
北京,2015,arts,东北师范大学,581,,北京_2015_arts_sina
北京,2015,arts,延边大学,580,,北京_2015_arts_sina
北京,2015,arts,东北林业大学,580,,北京_2015_arts_sina
北京,2015,arts,哈尔滨工业大学,623,,北京_2015_arts_sina
北京,2015,arts,东北农业大学,588,,北京_2015_arts_sina
北京,2015,arts,复旦大学,664,,北京_2015_arts_sina
北京,2015,arts,上海交通大学,662,,北京_2015_arts_sina
北京,2015,arts,华东师范大学,637,,北京_2015_arts_sina
北京,2015,arts,上海外国语大学,639,,北京_2015_arts_sina
北京,2015,arts,上海财经大学,640,,北京_2015_arts_sina
北京,2015,arts,上海大学,628,,北京_2015_arts_sina
北京,2015,arts,南京大学,654,,北京_2015_arts_sina
北京,2015,arts,东南大学,628,,北京_2015_arts_sina
北京,2015,arts,中国矿业大学,586,,北京_2015_arts_sina
北京,2015,arts,河海大学,594,,北京_2015_arts_sina
北京,2015,arts,江南大学,587,,北京_2015_arts_sina
北京,2015,arts,南京农业大学,588,,北京_2015_arts_sina
北京,2015,arts,中国药科大学,586,,北京_2015_arts_sina
北京,2015,arts,南京航空航天大学,613,,北京_2015_arts_sina
北京,2015,arts,南京理工大学,618,,北京_2015_arts_sina
北京,2015,arts,苏州大学,606,,北京_2015_arts_sina
北京,2015,arts,江苏大学,579,,北京_2015_arts_sina
北京,2015,arts,南京信息工程大学,586,,北京_2015_arts_sina
北京,2015,arts,南京师范大学,593,,北京_2015_arts_sina
北京,2015,arts,西交利物浦大学,586,,北京_2015_arts_sina
北京,2015,arts,浙江大学,659,,北京_2015_arts_sina
北京,2015,arts,宁波诺丁汉大学,606,,北京_2015_arts_sina
北京,2015,arts,安徽大学,586,,北京_2015_arts_sina
北京,2015,arts,厦门大学,646,,北京_2015_arts_sina
北京,2015,arts,南昌大学,581,,北京_2015_arts_sina
北京,2015,arts,山东大学,632,,北京_2015_arts_sina
北京,2015,arts,中国海洋大学,612,,北京_2015_arts_sina
北京,2015,arts,中国石油大学(华东),613,,北京_2015_arts_sina
北京,2015,arts,山东大学威海分校,609,,北京_2015_arts_sina
北京,2015,arts,郑州大学,583,,北京_2015_arts_sina
北京,2015,arts,武汉大学,647,,北京_2015_arts_sina
北京,2015,arts,华中科技大学,618,,北京_2015_arts_sina
北京,2015,arts,中国地质大学(武汉),584,,北京_2015_arts_sina
北京,2015,arts,武汉理工大学,586,,北京_2015_arts_sina
北京,2015,arts,华中农业大学,581,,北京_2015_arts_sina
北京,2015,arts,华中师范大学,603,,北京_2015_arts_sina
北京,2015,arts,中南财经政法大学,626,,北京_2015_arts_sina
北京,2015,arts,湖南大学,625,,北京_2015_arts_sina
北京,2015,arts,中南大学,620,,北京_2015_arts_sina
北京,2015,arts,湖南师范大学,583,,北京_2015_arts_sina
北京,2015,arts,湘潭大学,581,,北京_2015_arts_sina
北京,2015,arts,湖南科技大学,582,,北京_2015_arts_sina
北京,2015,arts,长沙理工大学,579,,北京_2015_arts_sina
北京,2015,arts,中山大学,642,,北京_2015_arts_sina
北京,2015,arts,华南理工大学,611,,北京_2015_arts_sina
北京,2015,arts,暨南大学,623,,北京_2015_arts_sina
北京,2015,arts,广东外语外贸大学,582,,北京_2015_arts_sina
北京,2015,arts,北京师范大学-香港浸会大学联合国际学院,580,,北京_2015_arts_sina
北京,2015,arts,海南大学,579,,北京_2015_arts_sina
北京,2015,arts,重庆大学,616,,北京_2015_arts_sina
北京,2015,arts,西南大学,600,,北京_2015_arts_sina
北京,2015,arts,西南政法大学,594,,北京_2015_arts_sina
北京,2015,arts,四川大学,631,,北京_2015_arts_sina
北京,2015,arts,西南交通大学,583,,北京_2015_arts_sina
北京,2015,arts,西南财经大学,631,,北京_2015_arts_sina
北京,2015,arts,成都中医药大学,619,,北京_2015_arts_sina
北京,2015,arts,西安交通大学,628,,北京_2015_arts_sina
北京,2015,arts,西安电子科技大学,579,,北京_2015_arts_sina
北京,2015,arts,西北农林科技大学,582,,北京_2015_arts_sina
北京,2015,arts,陕西师范大学,592,,北京_2015_arts_sina
北京,2015,arts,西北大学,598,,北京_2015_arts_sina
北京,2015,arts,兰州大学,610,,北京_2015_arts_sina
北京,2015,arts,中国农业大学(中外合作专业),610,,北京_2015_arts_sina
北京,2015,arts,中国传媒大学(中外合作专业),627,,北京_2015_arts_sina
北京,2015,arts,中国人民大学(苏州校区),634,,北京_2015_arts_sina
北京,2015,arts,西南财经大学(中外合作专业),626,,北京_2015_arts_sina
北京,2015,science,中央民族大学,638,,北京_2015_science_sina
北京,2015,science,北京大学,693,,北京_2015_science_sina
北京,2015,science,中国人民大学,686,,北京_2015_science_sina
北京,2015,science,清华大学,694,,北京_2015_science_sina
北京,2015,science,北京交通大学,653,,北京_2015_science_sina
北京,2015,science,北京科技大学,648,,北京_2015_science_sina
北京,2015,science,北京化工大学,634,,北京_2015_science_sina
北京,2015,science,北京邮电大学,658,,北京_2015_science_sina
北京,2015,science,中国农业大学,646,,北京_2015_science_sina
北京,2015,science,北京林业大学,637,,北京_2015_science_sina
北京,2015,science,北京中医药大学,617,,北京_2015_science_sina
北京,2015,science,北京师范大学,675,,北京_2015_science_sina
北京,2015,science,北京外国语大学,664,,北京_2015_science_sina
北京,2015,science,北京语言大学,646,,北京_2015_science_sina
北京,2015,science,中国传媒大学,654,,北京_2015_science_sina
北京,2015,science,中央财经大学,670,,北京_2015_science_sina
北京,2015,science,对外经济贸易大学,672,,北京_2015_science_sina
北京,2015,science,中国政法大学,658,,北京_2015_science_sina
北京,2015,science,华北电力大学(北京),644,,北京_2015_science_sina
北京,2015,science,中国矿业大学(北京),602,,北京_2015_science_sina
北京,2015,science,中国石油大学(北京),622,,北京_2015_science_sina
北京,2015,science,中国地质大学(北京),624,,北京_2015_science_sina
北京,2015,science,北京大学医学部,679,,北京_2015_science_sina
北京,2015,science,北京协和医学院,579,,北京_2015_science_sina
北京,2015,science,北京航空航天大学,673,,北京_2015_science_sina
北京,2015,science,北京理工大学,667,,北京_2015_science_sina
北京,2015,science,北京工业大学,611,,北京_2015_science_sina
北京,2015,science,北京工业大学(实验学院),568,,北京_2015_science_sina
北京,2015,science,首都医科大学,628,,北京_2015_science_sina
北京,2015,science,首都师范大学,587,,北京_2015_science_sina
北京,2015,science,北京第二外国语学院,578,,北京_2015_science_sina
北京,2015,science,首都经济贸易大学,605,,北京_2015_science_sina
北京,2015,science,北方工业大学,550,,北京_2015_science_sina
北京,2015,science,北京工商大学,571,,北京_2015_science_sina
北京,2015,science,北京印刷学院,555,,北京_2015_science_sina
北京,2015,science,北京建筑大学,570,,北京_2015_science_sina
北京,2015,science,北京农学院,550,,北京_2015_science_sina
北京,2015,science,北京信息科技大学,556,,北京_2015_science_sina
北京,2015,science,南开大学,677,,北京_2015_science_sina
北京,2015,science,天津大学,662,,北京_2015_science_sina
北京,2015,science,天津医科大学,624,,北京_2015_science_sina
北京,2015,science,天津中医药大学,615,,北京_2015_science_sina
北京,2015,science,天津财经大学,603,,北京_2015_science_sina
北京,2015,science,华北电力大学(保定),618,,北京_2015_science_sina
北京,2015,science,东北大学秦皇岛分校,575,,北京_2015_science_sina
北京,2015,science,河北工业大学,597,,北京_2015_science_sina
北京,2015,science,燕山大学,562,,北京_2015_science_sina
北京,2015,science,河北医科大学,607,,北京_2015_science_sina
北京,2015,science,太原理工大学,569,,北京_2015_science_sina
北京,2015,science,内蒙古大学,550,,北京_2015_science_sina
北京,2015,science,大连海事大学,572,,北京_2015_science_sina
北京,2015,science,大连理工大学,646,,北京_2015_science_sina
北京,2015,science,东北大学,619,,北京_2015_science_sina
北京,2015,science,辽宁工程技术大学,550,,北京_2015_science_sina
北京,2015,science,沈阳农业大学,548,,北京_2015_science_sina
北京,2015,science,中国医科大学,601,,北京_2015_science_sina
北京,2015,science,大连理工大学(盘锦校区),578,,北京_2015_science_sina
北京,2015,science,辽宁大学,554,,北京_2015_science_sina
北京,2015,science,东北财经大学,618,,北京_2015_science_sina
北京,2015,science,大连医科大学,616,,北京_2015_science_sina
北京,2015,science,吉林大学,631,,北京_2015_science_sina
北京,2015,science,东北师范大学,549,,北京_2015_science_sina
北京,2015,science,延边大学,549,,北京_2015_science_sina
北京,2015,science,东北林业大学,548,,北京_2015_science_sina
北京,2015,science,哈尔滨工业大学,656,,北京_2015_science_sina
北京,2015,science,哈尔滨工程大学,602,,北京_2015_science_sina
北京,2015,science,东北石油大学,552,,北京_2015_science_sina
北京,2015,science,哈尔滨医科大学,592,,北京_2015_science_sina
北京,2015,science,东北农业大学,563,,北京_2015_science_sina
北京,2015,science,复旦大学,691,,北京_2015_science_sina
北京,2015,science,同济大学,676,,北京_2015_science_sina
北京,2015,science,上海交通大学,689,,北京_2015_science_sina
北京,2015,science,华东理工大学,626,,北京_2015_science_sina
北京,2015,science,东华大学,597,,北京_2015_science_sina
北京,2015,science,华东师范大学,650,,北京_2015_science_sina
北京,2015,science,上海外国语大学,651,,北京_2015_science_sina
北京,2015,science,上海财经大学,668,,北京_2015_science_sina
北京,2015,science,上海交通大学医学院,679,,北京_2015_science_sina
北京,2015,science,上海大学,632,,北京_2015_science_sina
北京,2015,science,复旦大学医学院,680,,北京_2015_science_sina
北京,2015,science,上海理工大学,564,,北京_2015_science_sina
北京,2015,science,南京大学,681,,北京_2015_science_sina
北京,2015,science,东南大学,655,,北京_2015_science_sina
北京,2015,science,中国矿业大学,558,,北京_2015_science_sina
北京,2015,science,河海大学,597,,北京_2015_science_sina
北京,2015,science,江南大学,582,,北京_2015_science_sina
北京,2015,science,南京农业大学,570,,北京_2015_science_sina
北京,2015,science,中国药科大学,605,,北京_2015_science_sina
北京,2015,science,南京航空航天大学,638,,北京_2015_science_sina
北京,2015,science,南京理工大学,614,,北京_2015_science_sina
北京,2015,science,苏州大学,603,,北京_2015_science_sina
北京,2015,science,江苏大学,549,,北京_2015_science_sina
北京,2015,science,南京信息工程大学,562,,北京_2015_science_sina
北京,2015,science,南京师范大学,564,,北京_2015_science_sina
北京,2015,science,西交利物浦大学,583,,北京_2015_science_sina
北京,2015,science,浙江大学,685,,北京_2015_science_sina
北京,2015,science,温州医科大学,566,,北京_2015_science_sina
北京,2015,science,宁波诺丁汉大学,606,,北京_2015_science_sina
北京,2015,science,合肥工业大学,590,,北京_2015_science_sina
北京,2015,science,中国科学技术大学,685,,北京_2015_science_sina
北京,2015,science,安徽大学,582,,北京_2015_science_sina
北京,2015,science,厦门大学,666,,北京_2015_science_sina
北京,2015,science,福州大学,567,,北京_2015_science_sina
北京,2015,science,南昌大学,564,,北京_2015_science_sina
北京,2015,science,山东大学,645,,北京_2015_science_sina
北京,2015,science,中国海洋大学,609,,北京_2015_science_sina
北京,2015,science,中国石油大学(华东),589,,北京_2015_science_sina
北京,2015,science,山东大学威海分校,605,,北京_2015_science_sina
北京,2015,science,哈尔滨工业大学(威海),626,,北京_2015_science_sina
北京,2015,science,郑州大学,558,,北京_2015_science_sina
北京,2015,science,武汉大学,659,,北京_2015_science_sina
北京,2015,science,华中科技大学,652,,北京_2015_science_sina
北京,2015,science,中国地质大学(武汉),575,,北京_2015_science_sina
北京,2015,science,武汉理工大学,599,,北京_2015_science_sina
北京,2015,science,华中农业大学,557,,北京_2015_science_sina
北京,2015,science,华中师范大学,590,,北京_2015_science_sina
北京,2015,science,中南财经政法大学,646,,北京_2015_science_sina
北京,2015,science,湖南大学,635,,北京_2015_science_sina
北京,2015,science,中南大学,637,,北京_2015_science_sina
北京,2015,science,湖南师范大学,553,,北京_2015_science_sina
北京,2015,science,湘潭大学,549,,北京_2015_science_sina
北京,2015,science,湖南科技大学,548,,北京_2015_science_sina
北京,2015,science,长沙理工大学,549,,北京_2015_science_sina
北京,2015,science,中山大学,660,,北京_2015_science_sina
北京,2015,science,华南理工大学,643,,北京_2015_science_sina
北京,2015,science,暨南大学,617,,北京_2015_science_sina
北京,2015,science,华南农业大学,552,,北京_2015_science_sina
北京,2015,science,广州中医药大学,594,,北京_2015_science_sina
北京,2015,science,广东外语外贸大学,578,,北京_2015_science_sina
北京,2015,science,南方医科大学,582,,北京_2015_science_sina
北京,2015,science,北京师范大学-香港浸会大学联合国际学院,564,,北京_2015_science_sina
北京,2015,science,海南大学,609,,北京_2015_science_sina
北京,2015,science,重庆大学,631,,北京_2015_science_sina
北京,2015,science,西南大学,578,,北京_2015_science_sina
北京,2015,science,西南政法大学,577,,北京_2015_science_sina
北京,2015,science,四川大学,642,,北京_2015_science_sina
北京,2015,science,西南交通大学,608,,北京_2015_science_sina
北京,2015,science,电子科技大学,649,,北京_2015_science_sina
北京,2015,science,西南财经大学,651,,北京_2015_science_sina
北京,2015,science,成都中医药大学,596,,北京_2015_science_sina
北京,2015,science,电子科技大学(沙河校区),617,,北京_2015_science_sina
北京,2015,science,西安交通大学,657,,北京_2015_science_sina
北京,2015,science,西安电子科技大学,633,,北京_2015_science_sina
