year,sheet,kind,agegroup,stat,value,workbook
2016,All,value,All employees,10,7.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,20,8.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,25,8.64,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,30,9.19,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,40,10.46,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,60,14.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,70,16.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,75,18.33,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,80,20.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,90,26.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,Mean,15.77,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,Median,12.09,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,All employees,N,25758.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2017,All,cv,18-21,10,1.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,20,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,25,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,40,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,60,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,75,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,80,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,90,1.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,Mean,1.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,Median,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,18-21,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,20,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,25,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,30,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,40,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,80,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,90,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,Mean,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,22-29,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,25,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,40,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,75,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,80,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,90,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,30-39,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,10,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,60,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,80,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,90,1.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,40-49,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,30,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,40,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,80,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,90,1.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,Median,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,50-59,N,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,25,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,30,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,40,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,60,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,70,1.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,75,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,80,1.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,90,3.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,Mean,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,Median,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,60+,N,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,10,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,20,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,25,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,30,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,40,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,60,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,70,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,75,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,80,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,90,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,Mean,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,Median,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,cv,All employees,N,0.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2017 CV.xls
2017,All,value,18-21,10,5.85,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,20,6.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,25,7.05,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,30,7.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,40,7.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,60,8.2,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,70,8.72,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,75,9.1,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,80,9.56,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,90,11.25,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,Mean,8.72,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,Median,7.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,18-21,N,1264.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,10,7.52,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,20,8.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,25,8.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,30,8.86,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,40,9.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,60,12.24,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,70,13.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,75,14.67,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,80,15.81,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,90,19.46,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,Mean,12.71,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,Median,10.84,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,22-29,N,4553.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,10,7.96,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,20,9.04,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,25,9.68,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,30,10.35,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,40,12.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,60,16.01,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,70,18.53,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,75,19.95,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,80,21.76,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,90,27.85,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,Mean,16.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,Median,13.89,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,30-39,N,6134.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,10,8.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,20,9.1,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,25,9.74,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,30,10.41,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,40,12.07,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,60,16.81,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,70,19.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,75,21.52,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,80,23.73,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,90,31.2,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,Mean,18.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,Median,14.27,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,40-49,N,6318.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,10,7.92,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,20,8.92,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,25,9.49,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,30,10.05,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,40,11.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,60,15.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,70,18.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,75,20.59,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,80,22.62,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,90,30.06,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,Mean,17.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,Median,13.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,50-59,N,5659.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,10,7.62,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,20,8.33,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,25,8.69,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,30,9.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,40,10.12,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,60,13.21,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,70,15.71,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,75,17.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,80,19.56,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,90,26.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,Mean,15.64,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,Median,11.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,60+,N,2075.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,10,7.61,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,20,8.44,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,25,8.94,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,30,9.46,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,40,10.72,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,60,14.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,70,17.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,75,18.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,80,20.77,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,90,27.18,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,Mean,16.2,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,Median,12.42,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2017,All,value,All employees,N,26241.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2017.xls
2018,All,cv,18-21,10,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,20,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,25,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,40,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,60,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,75,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,80,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,90,1.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,Mean,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,Median,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,18-21,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,10,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,20,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,30,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,80,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,90,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,Mean,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,Median,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,22-29,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,25,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,60,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,75,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,80,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,90,1.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,Median,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,30-39,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,25,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,60,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,70,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,75,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,80,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,90,1.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,40-49,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,20,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,30,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,40,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,80,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,90,1.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,Mean,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,Median,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,50-59,N,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,20,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,30,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,40,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
