year,sheet,kind,agegroup,stat,value,workbook
2015,All,cv,All employees,30,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,40,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,60,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,70,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,75,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,80,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,90,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,Mean,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,Median,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,cv,All employees,N,0.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2015 CV.xls
2015,All,value,18-21,10,5.33,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,20,6.49,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,25,6.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,30,6.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,40,6.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,60,7.47,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,70,8.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,75,8.36,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,80,8.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,90,10.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,Mean,7.86,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,Median,7.08,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,18-21,N,1306.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,10,6.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,20,7.37,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,25,7.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,30,8.13,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,40,9.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,60,11.39,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,70,12.99,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,75,13.92,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,80,14.93,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,90,18.18,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,Mean,11.79,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,Median,10.03,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,22-29,N,4481.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,10,7.23,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,20,8.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,25,9.15,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,30,9.88,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,40,11.49,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,60,15.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,70,17.83,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,75,19.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,80,20.97,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,90,26.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,Mean,16.03,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,Median,13.31,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,30-39,N,5950.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,10,7.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,20,8.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,25,9.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,30,9.92,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,40,11.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,60,15.91,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,70,18.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,75,20.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,80,22.46,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,90,29.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,Mean,17.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,Median,13.49,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,40-49,N,6555.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,10,7.21,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,20,8.35,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,25,8.99,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,30,9.58,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,40,10.99,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,60,14.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,70,17.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,75,19.36,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,80,21.32,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,90,28.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,Mean,16.66,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,Median,12.68,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,50-59,N,5490.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,10,6.95,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,20,7.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,25,8.12,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,30,8.62,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,40,9.67,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,60,12.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,70,14.73,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,75,16.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,80,18.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,90,25.11,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,Mean,14.74,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,Median,10.88,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,60+,N,1976.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,10,6.86,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,20,7.77,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,25,8.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,30,8.87,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,40,10.11,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,60,13.73,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,70,16.27,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,75,17.84,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,80,19.68,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,90,25.59,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,Mean,15.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,Median,11.72,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2015,All,value,All employees,N,25997.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2015.xls
2016,All,cv,18-21,10,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,20,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,25,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,40,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,60,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,80,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,90,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,Mean,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,Median,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,18-21,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,10,0.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,20,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,25,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,30,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,40,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,80,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,90,1.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,Mean,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,22-29,N,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,10,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,40,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,70,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,80,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,90,1.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,30-39,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,30,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,60,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,80,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,90,1.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,Mean,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,Median,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,40-49,N,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,20,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,25,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,30,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,40,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,60,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,70,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,75,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,80,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,90,1.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,Mean,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,Median,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,50-59,N,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,10,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,20,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,25,0.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,30,0.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,40,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,60,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,70,1.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,75,1.4,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,80,1.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,90,3.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,Mean,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,Median,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,60+,N,0.8,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,10,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,20,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,25,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,30,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,40,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,60,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,70,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,75,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,80,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,90,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,Mean,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,Median,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,cv,All employees,N,0.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2016 CV.xls
2016,All,value,18-21,10,5.56,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,20,6.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,25,6.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,30,6.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,40,7.2,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,60,7.81,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,70,8.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,75,8.66,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,80,9.12,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,90,10.6,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,Mean,8.22,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,Median,7.45,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,18-21,N,1273.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,10,7.2,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,20,7.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,25,8.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,30,8.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,40,9.39,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,60,11.86,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,70,13.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,75,14.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,80,15.37,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,90,18.84,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,Mean,12.36,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,Median,10.51,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,22-29,N,4471.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,10,7.65,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,20,8.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,25,9.44,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,30,10.1,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,40,11.74,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,60,15.62,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,70,18.11,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,75,19.58,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,80,21.41,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,90,27.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,Mean,16.38,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,Median,13.55,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,30-39,N,5916.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,10,7.68,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,20,8.83,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,25,9.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,30,10.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,40,11.83,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,60,16.37,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,70,19.3,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,75,21.07,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,80,23.11,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,90,30.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,Mean,17.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,Median,13.9,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,40-49,N,6300.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,10,7.65,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,20,8.73,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,25,9.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,30,9.99,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,40,11.39,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,60,15.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,70,18.47,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,75,20.26,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,80,22.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,90,29.48,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,Mean,17.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,Median,13.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,50-59,N,5581.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,10,7.38,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,20,8.08,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,25,8.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,30,9.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,40,10.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,60,12.88,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,70,15.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,75,16.89,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,80,18.8,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,90,25.41,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,Mean,15.07,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,Median,11.25,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
2016,All,value,60+,N,1974.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2016.xls
